id_contrato;id_trabajador;sexo;edad_inicio;nivel_educativo;ccaa;sector;tamano_empresa;provincia;contratos_previos_empresa;salario_base_mensual;jornada_parcial
2544;864056;Mujer;18;Primaria o secundaria;Castilla-La Mancha;Servicios alta cualificación y comercio;1-9;17;12;707,2;0
2545;379109;Mujer;21;Primaria o secundaria;Andalucía;Hostelería;1-9;20;11;888,0;1
2546;889677;Mujer;20;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;1-9;33;13;776,0;0
2547;612808;Mujer;25;FP superior;Cataluña;Servicios alta cualificación y comercio;1-9;21;13;746,2;0
2548;539525;Mujer;25;Postsecundaria;C. Valenciana;Servicios alta cualificación y comercio;1-9;40;15;1032,8;0
2549;135200;Mujer;20;Postsecundaria;Cataluña;Servicios alta cualificación y comercio;10-49;8;14;837,6;1
2550;425409;Mujer;26;Postsecundaria;Cataluña;Servicios no de mercado;1-9;43;12;973,2;0
2551;751853;Mujer;24;Primaria o secundaria;Andalucía;Servicios no de mercado;1-9;48;10;659,1;0
2552;208151;Hombre;26;Primaria o secundaria;C. Valenciana;Hostelería;1-9;43;12;782,2;1
2553;208307;Mujer;27;Primaria o secundaria;Castilla-La Mancha;Industria y construcción;10-49;48;11;878,4;1
2554;665395;Hombre;18;Primaria o secundaria;Resto;Hostelería;50-249;19;16;789,6;0
2555;409437;Hombre;23;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;1-9;11;12;679,6;0
2556;757105;Hombre;25;Primaria o secundaria;Castilla y León;Hostelería;10-49;31;13;866,4;1
2557;448306;Hombre;26;Primaria o secundaria;Madrid;Servicios no de mercado;1-9;9;16;969,2;1
2558;914090;Hombre;29;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;50-249;32;9;1007,0;1
2559;431545;Hombre;27;FP superior;Resto;Servicios alta cualificación y comercio;10-49;36;12;990,7;1
2560;759245;Mujer;23;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;250+;1;20;788,1;0
2561;387166;Mujer;23;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;50-249;28;12;640,6;1
2562;892173;Hombre;22;Primaria o secundaria;Resto;Servicios no de mercado;1-9;14;7;741,2;0
2563;425787;Hombre;30;Primaria o secundaria;Galicia;Industria y construcción;1-9;39;8;1116,5;0
2564;888019;Mujer;18;Primaria o secundaria;Andalucía;Hostelería;1-9;44;10;706,4;1
2565;691569;Mujer;25;Primaria o secundaria;Madrid;Servicios alta cualificación y comercio;50-249;49;13;906,4;0
2566;399430;Hombre;27;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;250+;33;11;817,6;1
2567;188568;Hombre;27;Primaria o secundaria;Resto;Industria y construcción;1-9;5;14;886,9;0
2568;918605;Hombre;24;Postsecundaria;Andalucía;Servicios alta cualificación y comercio;10-49;5;11;1032,6;0
2569;758481;Hombre;24;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;10-49;33;14;886,5;0
2570;906746;Hombre;24;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;8;12;944,8;0
2571;323761;Hombre;24;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;10-49;24;9;916,1;0
2572;314576;Mujer;22;FP superior;Cataluña;Servicios alta cualificación y comercio;1-9;41;13;1085,1;1
2573;865319;Hombre;22;Primaria o secundaria;Castilla y León;Hostelería;50-249;44;10;785,7;0
2574;806410;Hombre;20;Postsecundaria;C. Valenciana;Hostelería;50-249;41;11;690,2;0
2575;267904;Mujer;24;Postsecundaria;Resto;Servicios alta cualificación y comercio;1-9;1;6;930,9;0
2576;487739;Hombre;25;Primaria o secundaria;Castilla-La Mancha;Industria y construcción;1-9;40;10;1122,5;0
2577;505029;Mujer;21;Primaria o secundaria;Cataluña;Agricultura;1-9;22;12;811,9;1
2578;977144;Hombre;26;Primaria o secundaria;C. Valenciana;Servicios no de mercado;50-249;20;11;879,3;0
2579;315594;Hombre;20;FP superior;Andalucía;Servicios alta cualificación y comercio;10-49;1;10;863,8;1
2580;951253;Hombre;21;Primaria o secundaria;Resto;Industria y construcción;10-49;52;14;656,6;0
2581;984377;Mujer;28;Postsecundaria;Madrid;Industria y construcción;1-9;20;6;1088,7;0
2582;591070;Hombre;23;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;1-9;38;11;751,1;0
2583;242237;Hombre;21;Primaria o secundaria;Andalucía;Hostelería;1-9;19;12;634,2;0
2584;326322;Mujer;24;Primaria o secundaria;País Vasco;Servicios alta cualificación y comercio;1-9;35;20;912,0;0
2585;112915;Mujer;23;Primaria o secundaria;Resto;Hostelería;1-9;30;10;829,1;0
2586;168785;Mujer;23;Primaria o secundaria;Resto;Hostelería;1-9;52;8;739,2;1
2587;452931;Mujer;20;Postsecundaria;Resto;Industria y construcción;1-9;22;8;765,7;0
2588;975839;Hombre;19;Primaria o secundaria;Cataluña;Hostelería;10-49;2;15;924,0;1
2589;443051;Mujer;16;Primaria o secundaria;Resto;Agricultura;1-9;13;12;766,6;0
2590;905361;Mujer;25;Primaria o secundaria;País Vasco;Industria y construcción;1-9;34;13;944,0;0
2591;767363;Hombre;30;Postsecundaria;Cataluña;Servicios alta cualificación y comercio;10-49;22;17;999,1;0
2592;127326;Hombre;16;Primaria o secundaria;Castilla-La Mancha;Hostelería;10-49;41;9;763,3;0
2593;918578;Hombre;27;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;10-49;40;13;878,0;0
2594;438913;Hombre;25;FP superior;Castilla-La Mancha;Servicios alta cualificación y comercio;50-249;30;16;1034,9;1
2595;683834;Hombre;19;Postsecundaria;C. Valenciana;Servicios alta cualificación y comercio;50-249;2;13;816,9;1
2596;639551;Mujer;25;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;1-9;48;9;907,5;0
2597;362496;Hombre;23;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;250+;18;11;708,1;0
2598;519133;Hombre;23;Primaria o secundaria;Resto;Hostelería;50-249;19;12;952,7;0
2599;487791;Mujer;21;Primaria o secundaria;Madrid;Servicios no de mercado;1-9;34;13;742,9;0
2600;664151;Hombre;20;Primaria o secundaria;Castilla-La Mancha;Hostelería;50-249;42;15;782,3;0
2601;821526;Mujer;24;Primaria o secundaria;C. Valenciana;Industria y construcción;10-49;20;9;884,0;0
2602;836124;Hombre;29;FP superior;Andalucía;Servicios alta cualificación y comercio;1-9;5;12;963,9;0
2603;491834;Mujer;26;FP superior;Castilla y León;Servicios alta cualificación y comercio;1-9;16;18;1194,9;0
2604;855304;Mujer;25;Primaria o secundaria;Resto;Industria y construcción;1-9;45;11;942,9;0
2605;560407;Mujer;24;FP superior;Resto;Hostelería;1-9;42;10;1012,0;0
2606;932814;Mujer;24;Primaria o secundaria;Resto;Hostelería;1-9;51;9;875,5;1
2607;626226;Mujer;22;Postsecundaria;Andalucía;Hostelería;50-249;47;11;838,7;1
2608;925120;Mujer;25;FP superior;Resto;Agricultura;10-49;19;6;802,0;0
2609;189506;Mujer;28;Primaria o secundaria;Madrid;Servicios alta cualificación y comercio;10-49;43;8;887,2;0
2610;861180;Mujer;16;Postsecundaria;C. Valenciana;Industria y construcción;1-9;49;7;855,5;0
2611;377504;Mujer;26;Primaria o secundaria;C. Valenciana;Servicios alta cualificación y comercio;10-49;50;9;884,9;0
2612;422799;Hombre;29;Postsecundaria;Resto;Servicios no de mercado;10-49;34;10;1242,6;1
2613;999753;Hombre;30;Primaria o secundaria;Cataluña;Industria y construcción;10-49;23;12;1236,8;0
2614;995079;Hombre;27;Primaria o secundaria;Cataluña;Industria y construcción;1-9;38;13;1134,9;1
2615;375413;Mujer;22;FP superior;Resto;Servicios alta cualificación y comercio;50-249;35;10;1005,0;0
2616;545236;Mujer;20;Postsecundaria;Cataluña;Agricultura;1-9;52;6;832,4;0
2617;834430;Hombre;27;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;50-249;24;11;864,7;0
2618;681645;Hombre;26;Primaria o secundaria;Resto;Servicios no de mercado;1-9;17;12;928,8;0
2619;104319;Hombre;28;FP superior;Madrid;Servicios no de mercado;50-249;46;11;1102,8;0
2620;299847;Hombre;29;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;50-249;46;8;936,8;0
2621;605231;Hombre;16;Primaria o secundaria;Andalucía;Industria y construcción;50-249;23;14;677,9;0
2622;947223;Hombre;28;Primaria o secundaria;Castilla y León;Hostelería;10-49;23;18;1018,2;1
2623;138151;Mujer;23;Postsecundaria;Andalucía;Hostelería;1-9;16;7;869,2;1
2624;825946;Hombre;29;Primaria o secundaria;Resto;Industria y construcción;1-9;17;12;962,9;0
2625;290559;Mujer;25;Primaria o secundaria;Castilla-La Mancha;Hostelería;1-9;46;17;800,7;0
2626;138243;Hombre;22;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;10-49;2;6;767,1;0
2627;622599;Mujer;22;Primaria o secundaria;Galicia;Servicios no de mercado;1-9;34;12;920,8;0
2628;696899;Hombre;26;Primaria o secundaria;Galicia;Servicios alta cualificación y comercio;10-49;48;14;928,6;0
2629;588139;Hombre;16;Primaria o secundaria;Madrid;Industria y construcción;1-9;11;9;784,6;0
2630;976913;Mujer;27;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;50;16;830,5;1
2631;895365;Mujer;20;Postsecundaria;País Vasco;Servicios alta cualificación y comercio;1-9;38;4;824,9;0
2632;874473;Mujer;24;Primaria o secundaria;Castilla y León;Servicios alta cualificación y comercio;1-9;30;12;571,8;0
2633;242865;Mujer;25;Primaria o secundaria;Resto;Hostelería;1-9;47;11;719,8;0
2634;913776;Mujer;23;Primaria o secundaria;C. Valenciana;Hostelería;50-249;22;13;618,2;0
2635;411226;Hombre;20;Primaria o secundaria;Madrid;Hostelería;250+;44;18;667,2;0
2636;862058;Hombre;24;Primaria o secundaria;Cataluña;Servicios no de mercado;50-249;32;15;1035,8;1
2637;892589;Mujer;26;Primaria o secundaria;Resto;Industria y construcción;50-249;8;12;953,1;1
2638;877290;Hombre;28;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;50-249;42;13;1120,9;0
2639;382723;Hombre;16;Postsecundaria;Galicia;Servicios alta cualificación y comercio;1-9;8;13;721,3;0
2640;516090;Hombre;19;Primaria o secundaria;Madrid;Hostelería;50-249;31;15;697,7;0
2641;693995;Hombre;28;Primaria o secundaria;Resto;Hostelería;10-49;51;15;821,0;1
2642;432225;Mujer;26;Primaria o secundaria;País Vasco;Servicios no de mercado;10-49;50;9;874,0;1
2643;657641;Hombre;20;Postsecundaria;Madrid;Hostelería;10-49;7;14;916,8;0
2644;163620;Mujer;28;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;10-49;41;10;1050,1;0
2645;582871;Mujer;24;Primaria o secundaria;Andalucía;Industria y construcción;1-9;28;10;784,1;0
2646;543095;Hombre;29;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;10-49;34;9;922,7;0
2647;517111;Hombre;26;Postsecundaria;Castilla-La Mancha;Hostelería;1-9;22;9;1034,7;0
2648;757234;Mujer;24;Primaria o secundaria;Madrid;Industria y construcción;10-49;2;11;1014,4;0
2649;684249;Mujer;28;Primaria o secundaria;Andalucía;Hostelería;1-9;33;9;920,2;0
2650;938562;Hombre;28;Primaria o secundaria;Castilla-La Mancha;Industria y construcción;10-49;25;15;972,9;1
2651;530609;Hombre;24;Primaria o secundaria;Cataluña;Industria y construcción;250+;31;14;933,9;0
2652;274237;Hombre;20;Postsecundaria;Resto;Hostelería;10-49;17;13;807,7;1
2653;504235;Hombre;25;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;250+;1;11;971,6;0
2654;163096;Hombre;25;Primaria o secundaria;Resto;Hostelería;1-9;13;14;898,6;1
2655;770845;Hombre;26;Primaria o secundaria;Resto;Industria y construcción;1-9;42;9;999,7;1
2656;788156;Hombre;31;FP superior;Resto;Servicios no de mercado;1-9;47;4;1010,4;0
2657;134690;Mujer;23;Postsecundaria;C. Valenciana;Hostelería;50-249;31;18;961,9;1
2658;775505;Hombre;31;FP superior;C. Valenciana;Servicios alta cualificación y comercio;50-249;17;18;1091,8;0
2659;373393;Hombre;29;Primaria o secundaria;Castilla y León;Servicios alta cualificación y comercio;1-9;23;8;960,0;0
2660;318015;Hombre;23;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;10-49;18;8;902,7;0
2661;619984;Hombre;35;Primaria o secundaria;Resto;Agricultura;1-9;6;13;1023,6;0
2662;845469;Hombre;25;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;40;15;727,9;0
2663;718768;Hombre;23;Primaria o secundaria;Madrid;Servicios alta cualificación y comercio;1-9;51;17;870,0;0
2664;808321;Mujer;24;Postsecundaria;Resto;Industria y construcción;1-9;31;9;1104,8;1
2665;460735;Mujer;29;FP superior;Cataluña;Servicios alta cualificación y comercio;50-249;39;12;1125,5;0
2666;599226;Mujer;16;Primaria o secundaria;C. Valenciana;Hostelería;50-249;41;10;537,8;1
2667;418568;Mujer;17;Primaria o secundaria;Andalucía;Hostelería;1-9;47;12;614,2;1
2668;906755;Mujer;17;Primaria o secundaria;Galicia;Servicios alta cualificación y comercio;1-9;48;14;834,7;0
2669;767148;Hombre;19;Primaria o secundaria;Andalucía;Industria y construcción;1-9;25;11;889,6;0
2670;747558;Hombre;26;Primaria o secundaria;C. Valenciana;Servicios no de mercado;50-249;24;13;892,0;1
2671;312487;Hombre;20;Primaria o secundaria;Cataluña;Servicios no de mercado;50-249;22;7;710,0;0
2672;107922;Hombre;27;Primaria o secundaria;Resto;Hostelería;10-49;45;10;746,1;0
2673;396340;Mujer;21;Primaria o secundaria;País Vasco;Servicios no de mercado;1-9;51;12;551,0;1
2674;533888;Hombre;22;FP superior;Resto;Hostelería;50-249;21;13;730,3;0
2675;170607;Hombre;26;FP superior;Resto;Servicios no de mercado;10-49;32;9;931,5;0
2676;863245;Hombre;24;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;8;14;924,5;0
2677;573794;Hombre;26;Primaria o secundaria;Andalucía;Hostelería;1-9;30;10;814,2;0
2678;729776;Hombre;26;FP superior;Madrid;Servicios alta cualificación y comercio;10-49;16;14;815,4;0
2679;192891;Hombre;16;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;50-249;5;11;735,0;0
2680;717611;Hombre;27;Primaria o secundaria;País Vasco;Industria y construcción;10-49;33;9;982,0;0
2681;813627;Mujer;17;Primaria o secundaria;Cataluña;Servicios no de mercado;50-249;32;9;809,9;0
2682;636648;Hombre;22;Primaria o secundaria;Cataluña;Industria y construcción;1-9;6;8;921,9;1
2683;830703;Hombre;33;Primaria o secundaria;Galicia;Servicios no de mercado;10-49;37;15;1158,7;0
2684;485415;Hombre;22;Primaria o secundaria;Castilla y León;Servicios alta cualificación y comercio;1-9;11;9;993,7;1
2685;517433;Mujer;22;Primaria o secundaria;Madrid;Hostelería;1-9;47;18;1012,3;0
2686;952333;Hombre;29;Postsecundaria;Resto;Industria y construcción;1-9;4;6;1192,2;1
2687;772737;Hombre;24;Primaria o secundaria;Andalucía;Industria y construcción;1-9;24;16;894,9;0
2688;294525;Hombre;18;Primaria o secundaria;Madrid;Servicios no de mercado;1-9;14;8;903,5;0
2689;456314;Hombre;26;Primaria o secundaria;Castilla y León;Servicios no de mercado;1-9;35;12;870,8;0
2690;176526;Hombre;19;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;2;12;698,0;1
2691;237761;Hombre;23;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;10-49;23;7;867,7;0
2692;625500;Mujer;23;Primaria o secundaria;Madrid;Servicios no de mercado;10-49;19;14;753,3;0
2693;296946;Mujer;21;Primaria o secundaria;Cataluña;Hostelería;1-9;50;6;731,7;0
2694;850828;Mujer;30;Primaria o secundaria;País Vasco;Hostelería;50-249;27;13;900,9;0
2695;897838;Mujer;26;Primaria o secundaria;Cataluña;Hostelería;10-49;7;14;811,7;0
2696;584317;Hombre;30;Primaria o secundaria;Resto;Hostelería;1-9;20;12;1178,3;0
2697;539199;Hombre;23;Postsecundaria;Resto;Industria y construcción;1-9;50;14;859,3;1
2698;216761;Mujer;25;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;10-49;34;15;953,0;1
2699;534776;Mujer;26;Postsecundaria;Galicia;Servicios no de mercado;50-249;10;8;768,1;0
2700;986617;Hombre;29;Primaria o secundaria;Andalucía;Hostelería;1-9;24;14;903,2;1
2701;797031;Mujer;19;Postsecundaria;C. Valenciana;Industria y construcción;50-249;17;12;811,3;0
2702;228521;Hombre;19;Primaria o secundaria;C. Valenciana;Industria y construcción;10-49;49;10;687,3;0
2703;267853;Hombre;21;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;1-9;31;9;926,5;0
2704;381248;Mujer;21;Postsecundaria;Castilla-La Mancha;Servicios alta cualificación y comercio;10-49;49;14;831,8;0
2705;859472;Hombre;20;Primaria o secundaria;Resto;Hostelería;250+;48;12;829,6;0
2706;252808;Mujer;32;FP superior;Resto;Servicios alta cualificación y comercio;1-9;18;11;1258,5;0
2707;225307;Hombre;25;Postsecundaria;Madrid;Servicios alta cualificación y comercio;1-9;19;8;943,9;0
2708;992248;Hombre;18;Primaria o secundaria;Cataluña;Industria y construcción;1-9;37;6;745,7;1
2709;558440;Mujer;17;Primaria o secundaria;Resto;Hostelería;1-9;25;14;607,1;1
2710;558562;Hombre;22;Primaria o secundaria;Madrid;Agricultura;1-9;26;7;840,1;0
2711;557855;Mujer;24;Primaria o secundaria;Resto;Hostelería;1-9;4;18;929,6;0
2712;594607;Mujer;27;Primaria o secundaria;Castilla-La Mancha;Hostelería;1-9;42;11;874,8;0
2713;822637;Mujer;22;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;1-9;44;10;1004,6;0
2714;162550;Hombre;25;Postsecundaria;País Vasco;Servicios alta cualificación y comercio;1-9;24;10;948,8;0
2715;486958;Mujer;24;Primaria o secundaria;C. Valenciana;Servicios alta cualificación y comercio;10-49;34;8;1069,9;1
2716;732684;Hombre;25;Primaria o secundaria;C. Valenciana;Servicios alta cualificación y comercio;10-49;15;13;718,1;0
2717;712878;Hombre;26;FP superior;Andalucía;Servicios alta cualificación y comercio;10-49;2;15;1077,6;0
2718;720025;Hombre;26;Postsecundaria;Madrid;Servicios alta cualificación y comercio;1-9;6;12;1103,9;1
2719;659376;Hombre;22;Postsecundaria;Castilla y León;Servicios alta cualificación y comercio;250+;6;13;870,7;1
2720;426552;Mujer;20;Primaria o secundaria;Madrid;Servicios alta cualificación y comercio;10-49;39;18;761,1;0
2721;734427;Hombre;26;FP superior;País Vasco;Hostelería;1-9;22;15;1026,7;0
2722;378962;Mujer;25;Primaria o secundaria;Resto;Agricultura;10-49;52;9;952,6;1
2723;806786;Hombre;22;FP superior;País Vasco;Agricultura;10-49;3;15;1018,0;0
2724;118434;Mujer;28;Primaria o secundaria;Madrid;Industria y construcción;1-9;49;19;1049,6;0
2725;309860;Hombre;29;Primaria o secundaria;Cataluña;Servicios no de mercado;50-249;30;10;869,1;1
2726;554905;Hombre;23;Postsecundaria;Resto;Hostelería;1-9;52;15;844,9;0
2727;768523;Hombre;24;Primaria o secundaria;Resto;Hostelería;10-49;26;14;927,8;0
2728;221300;Hombre;24;Primaria o secundaria;Cataluña;Servicios no de mercado;1-9;39;11;990,0;0
2729;575859;Hombre;28;Primaria o secundaria;Resto;Hostelería;50-249;25;13;755,2;0
2730;395969;Hombre;16;Primaria o secundaria;C. Valenciana;Servicios alta cualificación y comercio;50-249;44;9;585,4;0
2731;422671;Hombre;25;Primaria o secundaria;Castilla y León;Industria y construcción;10-49;36;10;801,7;0
2732;602111;Hombre;23;Postsecundaria;C. Valenciana;Industria y construcción;10-49;38;18;1031,9;0
2733;411051;Hombre;23;Primaria o secundaria;C. Valenciana;Hostelería;50-249;10;12;937,9;0
2734;390294;Mujer;23;Postsecundaria;Madrid;Industria y construcción;10-49;29;14;986,9;1
2735;207726;Mujer;20;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;10-49;22;9;589,6;0
2736;499404;Mujer;25;Postsecundaria;Andalucía;Industria y construcción;10-49;9;9;950,0;1
2737;754629;Hombre;23;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;10-49;52;11;952,9;1
2738;551057;Hombre;22;Postsecundaria;C. Valenciana;Hostelería;10-49;16;15;905,4;0
2739;715777;Hombre;27;FP superior;C. Valenciana;Industria y construcción;1-9;30;10;1216,7;0
2740;737552;Hombre;18;Primaria o secundaria;Castilla y León;Hostelería;10-49;12;14;572,3;1
2741;860193;Hombre;21;Primaria o secundaria;Andalucía;Servicios no de mercado;1-9;44;13;785,2;0
2742;881937;Mujer;20;Primaria o secundaria;Castilla-La Mancha;Servicios alta cualificación y comercio;50-249;34;9;669,7;0
